user_id,product_id,timestamp,session_id,interaction_type,device_type,location,price,discount,product_category,brand,user_age,user_gender,loyalty_score,previous_purchase_count,avg_purchase_value,search_keywords,rating,purchase
U1583,P1887,2024-07-24 05:24:00,S0177,add_to_cart,mobile,New York,148.09,15,Sports,Samsung,32,Female,16,15,149.66,wireless earphones,,0
U0066,P1758,2024-03-14 09:07:00,S8599,view,mobile,Chicago,270.12,25,Sports,LG,32,Female,86,2,293.13,blender,,0
U3792,P1932,2024-01-28 11:34:00,S4762,click,desktop,Houston,472.5,25,Sports,Adidas,63,Male,88,13,215.38,running shoes,4.0,0
U1391,P1444,2024-02-27 04:49:00,S5971,click,mobile,Chicago,325.96,20,Apparel,Apple,39,Female,93,28,49.16,wireless earphones,2.0,0
U1481,P1669,2024-07-05 08:48:00,S1891,add_to_cart,mobile,Miami,81.43,25,Electronics,Nike,33,Female,17,42,131.09,blender,2.0,0
U4526,P1233,2024-04-30 19:15:00,S6658,view,tablet,Los Angeles,17.67,25,Beauty,Samsung,45,Male,9,18,92.66,sofa,4.0,0
U3293,P0161,2024-06-16 00:07:00,S3501,view,mobile,Chicago,446.92,25,Apparel,Samsung,24,Male,92,41,277.16,smartphone,,0
U1376,P0881,2024-01-27 02:05:00,S1134,view,mobile,Chicago,432.39,5,Electronics,LG,50,Male,8,4,225.02,basketball,,0
U4948,P1364,2024-11-25 20:59:00,S6054,add_to_cart,desktop,Los Angeles,273.78,30,Beauty,Sony,47,Male,98,24,174.83,basketball,3.0,0
U2711,P1639,2024-06-21 07:53:00,S0432,view,mobile,Miami,78.23,15,Sports,Apple,51,Male,6,22,82.94,smartphone,4.0,0
U4569,P0925,2024-03-16 00:40:00,S3597,click,tablet,Los Angeles,386.32,5,Apparel,Apple,21,Female,7,13,162.37,sofa,4.0,0
U3044,P0072,2024-07-21 06:03:00,S4785,click,mobile,Chicago,112.71,20,Home,Sony,64,Female,30,25,77.05,sofa,,0
U1644,P0500,2024-12-26 03:18:00,S8110,view,tablet,Los Angeles,497.39,0,Home,Puma,42,Male,59,18,85.86,running shoes,,0
U4042,P1399,2024-01-16 02:59:00,S8314,view,mobile,Chicago,79.76,30,Electronics,Sony,38,Male,36,35,109.25,blender,,0
U0183,P0198,2024-07-31 05:38:00,S2310,click,desktop,Houston,356.72,0,Sports,Nike,20,Female,36,29,120.3,smartphone,,0
U3759,P0124,2024-10-19 08:14:00,S8904,view,mobile,Houston,270.3,10,Beauty,Sony,21,Male,99,12,113.43,sofa,,0
U3704,P0171,2024-04-11 15:52:00,S6684,view,mobile,Miami,205.7,5,Beauty,LG,55,Male,57,20,43.63,makeup kit,,0
U3086,P1041,2024-11-18 22:38:00,S8482,click,desktop,New York,359.42,30,Beauty,LG,43,Female,7,9,169.56,makeup kit,3.0,0
U4353,P0038,2024-08-11 16:17:00,S4897,click,mobile,Chicago,418.34,30,Home,Samsung,49,Male,61,18,291.33,laptop,,0
U0563,P1998,2024-05-13 03:04:00,S9582,view,desktop,Miami,304.39,20,Apparel,Adidas,51,Female,97,23,161.29,wireless earphones,3.0,0
U1612,P0552,2024-01-07 12:08:00,S4302,click,mobile,Chicago,443.45,10,Sports,Sony,57,Male,57,1,109.03,makeup kit,,0
U2096,P1778,2024-10-03 15:58:00,S0193,view,desktop,Houston,438.48,10,Home,Sony,50,Male,90,32,221.37,sofa,5.0,0
U2550,P0684,2024-04-30 15:44:00,S9957,view,mobile,Chicago,176.57,5,Beauty,Adidas,50,Male,12,12,181.58,running shoes,1.0,0
U4265,P0859,2024-08-13 22:06:00,S1510,view,desktop,New York,339.91,20,Apparel,LG,60,Male,36,36,86.01,blender,3.0,0
U1269,P1564,2024-07-10 18:07:00,S3171,click,desktop,New York,377.87,15,Beauty,LG,49,Male,59,22,63.95,makeup kit,4.0,0
U2761,P1222,2024-05-11 08:47:00,S9808,add_to_cart,desktop,New York,114.51,10,Electronics,LG,56,Other,62,45,220.22,blender,,0
U1209,P0646,2024-05-08 16:55:00,S2382,click,mobile,Los Angeles,110.27,25,Home,Samsung,42,Male,13,10,263.29,blender,3.0,0
U0255,P1816,2024-01-06 15:53:00,S9074,click,mobile,Houston,42.98,10,Sports,Adidas,20,Male,74,0,160.94,basketball,3.0,0
U4844,P0007,2024-01-01 14:29:00,S7601,click,tablet,New York,226.23,30,Beauty,Puma,25,Male,32,14,173.56,basketball,,0
U1656,P1213,2024-01-27 19:32:00,S6207,add_to_cart,mobile,Chicago,403.7,25,Sports,Sony,38,Male,78,10,20.77,basketball,,0
U3978,P0003,2024-03-17 10:48:00,S2850,view,tablet,Houston,312.49,0,Beauty,LG,35,Female,39,19,180.82,wireless earphones,5.0,0
U0104,P0696,2024-02-15 08:51:00,S9723,view,mobile,Houston,55.95,25,Electronics,Nike,31,Female,81,24,104.48,blender,4.0,0
U2157,P1409,2024-10-06 13:39:00,S3008,view,mobile,New York,273.36,5,Sports,LG,21,Female,75,29,217.95,makeup kit,2.0,0
U1802,P1673,2024-10-13 12:43:00,S0753,view,mobile,Houston,374.91,30,Electronics,LG,23,Male,99,25,87.67,wireless earphones,3.0,0
U1981,P0128,2024-03-09 11:00:00,S4514,click,desktop,Houston,9.64,0,Home,Samsung,30,Female,89,21,184.42,laptop,,0
U4131,P0240,2024-08-22 11:58:00,S3389,view,desktop,New York,353.53,0,Sports,Nike,38,Male,11,24,193.05,blender,2.0,0
U3433,P1860,2024-02-08 00:44:00,S9969,view,desktop,Los Angeles,366.24,20,Electronics,Apple,28,Female,36,1,282.12,smartphone,4.0,0
U0904,P1886,2024-04-11 10:01:00,S2841,view,mobile,Houston,315.39,25,Sports,Puma,63,Male,78,46,188.41,smartphone,,0
U3722,P0556,2024-06-18 06:08:00,S0845,view,desktop,Houston,421.83,0,Apparel,Nike,50,Female,68,14,21.99,basketball,,0
U1223,P0572,2024-02-09 13:07:00,S4615,view,tablet,New York,121.01,10,Beauty,Adidas,51,Male,67,0,124.67,wireless earphones,4.0,0
U4450,P1486,2024-02-17 03:43:00,S3690,click,mobile,Houston,43.82,30,Home,Samsung,49,Male,12,16,33.52,wireless earphones,,0
U3521,P0655,2024-06-02 20:44:00,S2245,view,mobile,Los Angeles,32.37,5,Home,Puma,52,Female,66,22,249.63,smartphone,4.0,0
U0048,P1622,2024-09-24 18:33:00,S3190,view,mobile,Chicago,40.99,25,Beauty,LG,38,Male,76,21,137.44,basketball,4.0,0
U3311,P1786,2024-08-16 08:43:00,S5227,view,mobile,New York,224.73,20,Beauty,Nike,51,Female,40,17,10.1,sofa,,0
U3585,P0871,2024-08-30 15:17:00,S2734,view,mobile,Chicago,223.78,5,Sports,Apple,29,Female,67,22,188.27,basketball,2.0,0
U3122,P1505,2024-04-13 00:23:00,S8127,purchase,desktop,Houston,14.28,10,Electronics,LG,40,Female,75,20,240.91,smartphone,1.0,1
U0828,P0270,2024-09-12 08:27:00,S9536,view,desktop,Chicago,121.57,10,Apparel,Puma,26,Female,75,9,264.74,wireless earphones,,0
U3101,P1048,2024-12-27 21:48:00,S1250,click,desktop,Houston,333.24,15,Home,Apple,54,Female,18,17,226.04,wireless earphones,,0
U1053,P0598,2024-05-06 01:48:00,S1667,view,tablet,Los Angeles,59.31,25,Apparel,Nike,25,Female,44,21,53.97,makeup kit,3.0,0
U2064,P0614,2024-07-27 05:21:00,S0085,view,mobile,New York,285.77,25,Beauty,Samsung,56,Female,10,30,158.44,basketball,2.0,0
U4432,P1576,2024-06-13 03:35:00,S3766,purchase,mobile,Miami,150.25,10,Electronics,Puma,33,Male,41,42,135.58,basketball,4.0,1
U2285,P0826,2024-05-09 08:54:00,S2027,add_to_cart,mobile,New York,347.12,10,Home,LG,55,Female,100,5,121.58,blender,4.0,0
U3496,P0190,2024-08-09 08:29:00,S4940,click,desktop,New York,437.6,20,Apparel,Nike,22,Male,20,1,180.19,smartphone,2.0,0
U2041,P1188,2024-05-16 09:07:00,S9389,click,mobile,Houston,466.45,20,Sports,Adidas,22,Male,91,44,110.42,smartphone,2.0,0
U2392,P1842,2024-07-25 20:36:00,S1737,add_to_cart,desktop,Los Angeles,390.75,25,Apparel,Apple,45,Male,36,3,196.14,blender,4.0,0
U2449,P1012,2024-02-26 21:49:00,S5917,click,mobile,Houston,375.12,10,Home,Nike,60,Male,81,33,75.8,wireless earphones,4.0,0
U3803,P0598,2024-08-16 20:15:00,S5363,click,mobile,Miami,240.64,5,Home,Sony,28,Female,75,20,267.03,smartphone,5.0,0
U4120,P0912,2024-03-17 04:22:00,S3086,click,desktop,Los Angeles,336.5,30,Apparel,LG,41,Male,64,16,189.73,running shoes,,0
U4522,P0731,2024-03-12 10:06:00,S2447,view,mobile,Chicago,63.13,10,Apparel,Sony,60,Female,57,40,26.5,makeup kit,5.0,0
U2517,P1915,2024-01-13 23:18:00,S0392,click,desktop,Miami,482.7,30,Home,Puma,61,Male,24,43,121.07,blender,,0
U3047,P1198,2024-10-31 20:39:00,S5334,view,mobile,Miami,345.07,20,Electronics,Samsung,45,Female,0,38,51.73,basketball,4.0,0
U3634,P0358,2024-08-15 15:47:00,S2979,click,mobile,New York,301.57,0,Beauty,LG,51,Female,63,29,249.24,basketball,3.0,0
U4383,P1818,2024-09-19 20:46:00,S4080,view,tablet,Miami,442.49,20,Sports,Puma,61,Male,9,3,248.41,sofa,,0
U3982,P0404,2024-06-07 04:06:00,S6409,view,mobile,Miami,54.1,30,Apparel,LG,47,Male,9,35,223.02,makeup kit,,0
U0349,P0307,2024-04-22 03:34:00,S9337,view,desktop,Los Angeles,201.65,20,Electronics,Sony,45,Male,43,27,104.95,running shoes,3.0,0
U0993,P0851,2024-07-13 22:46:00,S6512,purchase,mobile,New York,316.14,0,Beauty,Samsung,62,Female,46,32,62.76,smartphone,4.0,1
U4053,P1906,2024-03-12 06:41:00,S5349,add_to_cart,tablet,Los Angeles,379.7,0,Beauty,Nike,53,Male,98,46,224.29,blender,4.0,0
U3755,P1546,2024-05-30 19:59:00,S5694,view,desktop,Los Angeles,212.97,30,Beauty,Samsung,48,Female,28,19,266.32,wireless earphones,3.0,0
U2127,P1161,2024-10-08 00:24:00,S2864,view,desktop,Chicago,139.71,30,Sports,Adidas,45,Female,81,16,281.16,sofa,,0
U2318,P1562,2024-03-20 06:23:00,S5137,click,mobile,Miami,205.5,0,Apparel,Puma,51,Male,11,32,252.7,makeup kit,2.0,0
U2464,P0061,2024-10-12 00:44:00,S8381,view,mobile,Miami,435.52,0,Electronics,Puma,35,Female,88,46,202.21,smartphone,3.0,0
U1801,P1305,2024-08-16 13:42:00,S7547,add_to_cart,desktop,New York,441.78,10,Electronics,Apple,48,Female,34,47,129.75,running shoes,,0
U0513,P0737,2024-12-03 09:02:00,S4124,view,mobile,Los Angeles,224.58,15,Apparel,Sony,23,Male,75,3,136.7,blender,2.0,0
U1680,P0029,2024-07-18 18:53:00,S7734,view,mobile,Miami,146.64,25,Home,Samsung,58,Female,64,4,234.69,makeup kit,,0
U1133,P1124,2024-05-07 22:19:00,S4582,add_to_cart,desktop,Houston,100.89,30,Home,Sony,61,Other,42,5,161.9,smartphone,2.0,0
U4091,P1182,2024-05-14 03:17:00,S3513,view,desktop,Chicago,221.37,15,Beauty,Sony,35,Male,25,31,130.97,makeup kit,,0
U4512,P1654,2024-12-10 18:16:00,S7845,view,mobile,Los Angeles,460.95,20,Electronics,Puma,26,Female,73,35,19.99,wireless earphones,,0
U1474,P0738,2024-08-31 22:04:00,S2874,click,desktop,Chicago,32.79,30,Electronics,Puma,19,Male,75,31,280.7,smartphone,3.0,0
U4452,P0607,2024-08-29 14:45:00,S8045,view,mobile,Los Angeles,470.84,20,Electronics,Adidas,43,Female,93,31,236.0,smartphone,,0
U3411,P1797,2024-10-25 15:44:00,S2212,click,desktop,Miami,311.83,20,Sports,Nike,29,Male,5,31,261.71,laptop,5.0,0
U2639,P1091,2024-10-21 11:35:00,S6110,click,mobile,Miami,5.09,20,Home,Puma,56,Male,68,3,61.9,makeup kit,4.0,0
U0005,P1703,2024-04-03 02:25:00,S8602,view,desktop,New York,165.09,20,Home,Apple,35,Female,83,31,71.94,running shoes,2.0,0
U2059,P0426,2024-01-16 04:12:00,S7067,click,desktop,Houston,204.34,10,Sports,Adidas,46,Female,19,37,98.07,sofa,,0
U0807,P0199,2024-04-28 05:57:00,S5011,add_to_cart,desktop,Houston,207.64,25,Beauty,Apple,32,Female,48,42,255.55,makeup kit,,0
U3685,P1232,2024-12-16 03:36:00,S8852,view,mobile,Houston,69.04,0,Electronics,Sony,53,Male,88,15,264.15,wireless earphones,2.0,0
U3114,P0905,2024-07-29 12:44:00,S8995,click,tablet,Miami,462.89,25,Beauty,LG,31,Male,24,14,217.25,wireless earphones,,0
U3735,P1244,2024-01-17 08:16:00,S8997,click,mobile,New York,398.07,0,Home,Adidas,25,Female,4,15,241.48,makeup kit,,0
U2069,P1385,2024-04-09 04:05:00,S9420,purchase,mobile,Houston,91.95,5,Sports,Adidas,18,Female,15,46,40.28,wireless earphones,4.0,1
U3959,P1398,2024-01-03 21:34:00,S8911,click,desktop,Miami,29.05,10,Beauty,Apple,34,Female,83,32,96.16,blender,,0
U0983,P1540,2024-08-06 11:40:00,S0580,view,tablet,Chicago,135.51,15,Beauty,Puma,52,Male,43,43,233.91,smartphone,,0
U4381,P1326,2024-08-30 08:29:00,S8645,click,desktop,Miami,389.85,10,Home,Samsung,64,Male,50,46,235.69,running shoes,,0
U1187,P1801,2024-06-08 06:30:00,S1737,view,desktop,Chicago,401.8,15,Home,Puma,21,Female,2,35,63.74,basketball,,0
U4645,P1091,2024-05-22 13:05:00,S9048,view,desktop,New York,157.38,0,Beauty,Sony,44,Male,3,13,251.51,basketball,4.0,0
U3503,P0137,2024-01-03 13:27:00,S7257,view,mobile,Chicago,244.55,15,Beauty,Sony,57,Male,7,6,58.55,smartphone,,0
U0658,P1877,2024-08-07 23:40:00,S6732,add_to_cart,mobile,Houston,87.68,10,Electronics,LG,52,Male,100,1,93.75,wireless earphones,3.0,0
U1670,P0231,2024-08-26 05:19:00,S6927,view,desktop,Los Angeles,54.07,5,Beauty,Adidas,53,Other,90,10,61.75,smartphone,3.0,0
U0586,P1826,2024-08-29 05:01:00,S1215,view,desktop,Los Angeles,97.9,5,Home,Adidas,38,Other,30,2,90.91,basketball,,0
U2460,P0134,2024-02-02 08:50:00,S2037,view,mobile,Los Angeles,205.17,25,Beauty,LG,48,Female,24,49,233.86,running shoes,,0
U2618,P0425,2024-03-19 12:25:00,S4856,click,mobile,Miami,316.78,5,Home,LG,54,Female,18,44,225.19,smartphone,3.0,0
U4940,P1153,2024-05-05 15:25:00,S9165,view,desktop,Los Angeles,379.58,30,Sports,Sony,27,Female,75,32,86.73,wireless earphones,,0
U4209,P1944,2024-05-22 14:53:00,S6957,click,desktop,Miami,136.64,30,Beauty,Adidas,57,Female,68,44,217.03,sofa,4.0,0
U3878,P1086,2024-07-06 23:23:00,S5867,view,mobile,Houston,473.18,20,Electronics,LG,36,Female,44,15,67.96,basketball,,0
U4308,P0637,2024-01-05 14:33:00,S4014,view,desktop,Houston,163.91,10,Apparel,Puma,60,Male,50,16,155.81,basketball,4.0,0
U2359,P0623,2024-06-12 07:58:00,S1202,view,mobile,Chicago,310.11,20,Apparel,Puma,30,Other,63,36,140.69,smartphone,,0
U0044,P1503,2024-06-14 22:43:00,S2717,view,mobile,Houston,429.72,5,Home,Apple,51,Female,51,2,87.72,makeup kit,,0
U3991,P1862,2024-08-08 13:49:00,S0529,view,tablet,Chicago,164.36,15,Apparel,Samsung,43,Female,45,19,232.06,makeup kit,1.0,0
U1274,P0909,2024-12-26 12:23:00,S9877,view,mobile,Miami,486.92,5,Apparel,Sony,51,Female,61,39,40.8,sofa,4.0,0
U0465,P0393,2024-03-10 17:31:00,S2244,click,tablet,Chicago,232.06,0,Sports,Apple,23,Male,57,46,185.49,sofa,5.0,0
U3997,P1202,2024-11-23 07:54:00,S9743,click,mobile,New York,447.47,20,Home,Sony,58,Male,56,3,105.18,blender,4.0,0
U4144,P0295,2024-10-09 05:46:00,S2427,view,tablet,New York,80.22,25,Apparel,LG,23,Male,7,32,289.91,laptop,3.0,0
U1251,P0580,2024-03-21 02:50:00,S0054,click,mobile,Los Angeles,260.57,30,Beauty,LG,28,Male,74,17,132.28,laptop,,0
U1974,P0719,2024-04-03 10:50:00,S1191,click,mobile,Houston,104.93,20,Sports,Adidas,53,Female,69,33,261.42,sofa,,0
U4985,P0411,2024-07-28 02:29:00,S9962,view,mobile,New York,307.63,15,Electronics,Puma,41,Male,8,9,274.87,blender,2.0,0
U3210,P0845,2024-02-20 04:26:00,S8242,add_to_cart,mobile,Los Angeles,371.92,5,Electronics,Nike,59,Male,49,44,211.44,basketball,,0
U3035,P0106,2024-08-28 00:19:00,S6861,view,desktop,New York,5.12,30,Electronics,Adidas,42,Female,21,18,89.86,running shoes,5.0,0
U3653,P0744,2024-12-08 10:52:00,S9119,add_to_cart,mobile,New York,443.32,0,Beauty,LG,44,Male,31,12,232.65,basketball,5.0,0
U4422,P1596,2024-04-06 12:53:00,S6372,click,tablet,Houston,336.36,30,Apparel,Puma,48,Male,87,6,68.88,running shoes,3.0,0
U2186,P1186,2024-03-24 21:26:00,S0276,view,mobile,New York,475.3,0,Home,Adidas,44,Female,37,2,99.15,makeup kit,5.0,0
U4795,P1126,2024-05-02 04:58:00,S0996,view,desktop,Houston,276.51,20,Beauty,Puma,18,Male,80,27,181.91,running shoes,,0
U2072,P1336,2024-04-13 10:51:00,S2650,view,mobile,Houston,45.55,20,Sports,Samsung,36,Female,99,40,21.0,basketball,1.0,0
U1872,P1304,2024-02-18 17:33:00,S0507,view,desktop,Los Angeles,448.59,30,Home,LG,24,Female,96,26,117.8,basketball,,0
U1097,P0190,2024-08-17 06:02:00,S0191,view,mobile,Houston,119.33,15,Home,Puma,32,Female,19,44,17.46,basketball,4.0,0
U1357,P1733,2024-03-15 16:43:00,S2991,add_to_cart,mobile,Chicago,201.74,25,Apparel,Apple,53,Male,9,32,80.93,wireless earphones,1.0,0
U0786,P0271,2024-03-17 01:52:00,S7591,add_to_cart,mobile,New York,221.03,0,Beauty,Samsung,30,Male,97,23,89.0,sofa,,0
U3820,P0992,2024-01-23 06:33:00,S7362,view,desktop,New York,137.28,15,Apparel,Sony,45,Male,15,23,188.45,wireless earphones,,0
U0125,P0405,2024-04-19 06:38:00,S2724,view,tablet,Chicago,190.46,0,Sports,LG,23,Female,47,35,51.13,running shoes,,0
U2982,P0239,2024-09-17 11:33:00,S7527,view,mobile,New York,479.99,0,Sports,Apple,58,Male,27,19,295.03,running shoes,,0
U3000,P0678,2024-09-23 01:25:00,S8098,add_to_cart,mobile,Chicago,347.4,10,Electronics,LG,64,Male,71,8,23.21,laptop,,0
U2361,P1000,2024-06-05 00:22:00,S8428,add_to_cart,tablet,Houston,70.26,5,Beauty,Apple,44,Female,47,26,277.88,laptop,,0
U4913,P0133,2024-03-20 11:22:00,S7845,view,mobile,New York,91.65,25,Sports,Samsung,22,Female,44,32,146.96,makeup kit,3.0,0
U2615,P0936,2024-07-10 13:23:00,S8669,view,mobile,Chicago,257.74,30,Apparel,Puma,52,Male,77,36,166.14,blender,,0
U4098,P0258,2024-03-29 20:41:00,S1338,click,mobile,New York,342.09,30,Home,Adidas,52,Male,52,19,187.35,basketball,,0
U3846,P1238,2024-08-09 03:09:00,S9459,add_to_cart,mobile,Miami,400.69,0,Home,Samsung,20,Female,82,20,70.46,laptop,,0
U1233,P1389,2024-10-18 04:21:00,S4122,click,mobile,Miami,455.05,20,Apparel,Adidas,38,Female,16,16,174.94,blender,2.0,0
U1054,P1686,2024-04-10 04:14:00,S2141,click,mobile,Houston,289.62,25,Electronics,Adidas,31,Male,40,2,81.92,blender,2.0,0
U0011,P1128,2024-10-24 10:56:00,S4077,view,mobile,Miami,294.37,0,Apparel,Nike,47,Female,3,37,55.79,smartphone,,0
U2467,P1654,2024-01-11 07:04:00,S8572,click,mobile,Houston,372.4,0,Home,Nike,62,Female,33,17,180.27,blender,,0
U3955,P1693,2024-09-25 10:33:00,S8351,purchase,tablet,Houston,257.91,20,Sports,Nike,64,Female,67,41,10.01,running shoes,2.0,1
U0969,P1883,2024-03-08 06:30:00,S4165,purchase,mobile,Los Angeles,83.7,10,Beauty,Puma,27,Female,60,46,191.28,smartphone,,1
U1113,P1693,2024-05-04 04:13:00,S1552,view,tablet,New York,191.46,5,Electronics,Nike,43,Female,15,25,64.15,sofa,5.0,0
U0648,P1178,2024-07-22 11:43:00,S9853,purchase,mobile,Miami,216.29,25,Apparel,Nike,24,Male,63,4,200.62,smartphone,5.0,1
U2918,P1181,2024-10-08 10:52:00,S2805,purchase,mobile,Chicago,18.31,5,Apparel,Apple,57,Female,43,1,57.42,laptop,5.0,1
U4084,P0837,2024-04-19 12:13:00,S9735,add_to_cart,mobile,Los Angeles,258.9,15,Electronics,Samsung,43,Female,23,18,270.39,running shoes,4.0,0
U3158,P1567,2024-10-13 20:45:00,S3570,view,mobile,Chicago,450.33,0,Electronics,Apple,64,Female,81,34,225.21,sofa,,0
U0932,P1212,2024-04-13 01:44:00,S8336,purchase,tablet,Houston,239.48,5,Sports,Sony,26,Male,100,22,130.84,laptop,4.0,1
U0138,P1563,2024-12-30 13:23:00,S3146,click,tablet,Los Angeles,318.94,15,Electronics,Puma,59,Male,43,21,189.1,smartphone,4.0,0
U3553,P1844,2024-11-02 11:13:00,S6010,view,desktop,Chicago,8.89,30,Beauty,Apple,23,Male,15,47,281.46,basketball,1.0,0
U0859,P1026,2024-09-08 15:39:00,S7008,add_to_cart,mobile,Chicago,10.92,20,Electronics,Sony,24,Female,11,18,194.2,laptop,3.0,0
U4537,P0039,2024-05-27 11:18:00,S8753,view,mobile,Houston,462.95,10,Home,Apple,41,Male,83,16,210.15,running shoes,,0
U0715,P1268,2024-12-03 05:34:00,S0508,view,desktop,Houston,461.3,30,Electronics,Adidas,43,Male,66,16,217.87,laptop,3.0,0
U4815,P0377,2024-06-01 19:17:00,S3690,view,desktop,Chicago,277.32,5,Beauty,Apple,44,Male,27,47,125.48,smartphone,,0
U1809,P0182,2024-03-09 22:04:00,S1070,view,mobile,Miami,292.58,5,Apparel,Samsung,64,Female,1,34,108.52,running shoes,4.0,0
U1227,P1087,2024-03-13 21:33:00,S5358,add_to_cart,mobile,Chicago,468.77,20,Home,LG,55,Female,27,34,266.1,makeup kit,4.0,0
U1003,P0880,2024-02-12 04:15:00,S2024,view,mobile,Los Angeles,290.31,5,Beauty,Apple,52,Male,58,18,289.87,blender,,0
U3686,P1767,2024-10-19 15:08:00,S3802,view,mobile,Los Angeles,374.37,5,Electronics,Samsung,25,Female,51,13,138.66,blender,,0
U1824,P0778,2024-05-14 22:36:00,S1371,view,mobile,Houston,276.62,20,Apparel,Apple,37,Female,9,8,254.52,blender,,0
U3525,P1138,2024-05-05 11:14:00,S0352,view,mobile,Los Angeles,5.43,0,Apparel,LG,35,Female,95,12,166.21,blender,,0
U3218,P1111,2024-11-15 07:11:00,S5970,click,desktop,Houston,461.13,25,Home,Apple,42,Male,90,28,98.39,basketball,2.0,0
U4325,P0186,2024-07-24 16:48:00,S4249,click,mobile,Chicago,88.08,5,Sports,Sony,64,Female,46,11,56.94,running shoes,3.0,0
U0240,P1486,2024-01-22 10:57:00,S4243,click,mobile,Houston,140.84,20,Apparel,Apple,64,Male,31,30,147.09,blender,,0
U1582,P0633,2024-08-20 22:54:00,S1958,purchase,mobile,Houston,116.79,25,Home,Sony,34,Female,81,33,239.31,blender,,1
U2407,P1927,2024-07-15 13:31:00,S6176,click,mobile,New York,333.19,15,Apparel,Samsung,53,Female,10,17,224.85,running shoes,4.0,0
U3829,P1544,2024-04-12 16:26:00,S7552,view,mobile,Houston,407.29,20,Home,Puma,27,Female,61,1,118.95,makeup kit,3.0,0
U2037,P1449,2024-10-09 22:36:00,S6413,click,mobile,New York,146.94,30,Beauty,Apple,35,Female,57,45,187.87,laptop,4.0,0
U3121,P0509,2024-07-10 17:33:00,S5599,click,mobile,Los Angeles,466.12,20,Beauty,Nike,64,Female,41,19,241.18,makeup kit,,0
U1533,P1599,2024-08-04 14:10:00,S4051,click,tablet,Miami,208.07,25,Beauty,Adidas,58,Male,69,41,121.25,running shoes,2.0,0
U1861,P0535,2024-01-30 17:56:00,S4081,view,tablet,Chicago,8.01,30,Sports,Nike,18,Female,17,20,33.49,blender,3.0,0
U2398,P1036,2024-05-03 19:33:00,S1977,add_to_cart,tablet,New York,340.71,25,Apparel,Puma,39,Male,73,42,51.48,wireless earphones,,0
U2155,P1792,2024-09-16 13:23:00,S4093,click,mobile,Houston,260.72,15,Home,Samsung,20,Male,82,39,105.34,smartphone,,0
U3163,P1721,2024-04-25 22:22:00,S0810,click,mobile,Los Angeles,220.0,0,Sports,Sony,62,Female,93,46,271.2,blender,,0
U3995,P1204,2024-02-04 12:21:00,S9638,view,desktop,New York,440.51,10,Sports,Apple,23,Female,31,30,193.96,smartphone,5.0,0
U3852,P0375,2024-08-23 18:54:00,S8965,view,mobile,Chicago,414.87,5,Apparel,Adidas,24,Male,41,44,141.75,makeup kit,3.0,0
U3071,P1598,2024-06-19 11:12:00,S7466,view,desktop,New York,142.99,0,Apparel,Puma,43,Female,90,23,14.51,smartphone,,0
U4788,P1953,2024-05-22 06:06:00,S9750,view,desktop,Los Angeles,193.55,20,Sports,Apple,48,Male,56,20,235.3,laptop,4.0,0
U4921,P0329,2024-06-13 06:01:00,S8201,view,mobile,New York,9.06,10,Sports,Apple,52,Female,4,7,55.18,running shoes,4.0,0
U3831,P0036,2024-03-17 11:56:00,S6758,view,mobile,Chicago,474.48,30,Beauty,Puma,24,Male,47,25,46.04,smartphone,,0
U1330,P0023,2024-11-28 00:31:00,S0456,click,desktop,Miami,154.27,20,Apparel,Apple,41,Female,27,0,238.82,smartphone,,0
U4376,P0852,2024-01-30 22:56:00,S6108,view,mobile,Houston,21.09,25,Electronics,Adidas,49,Female,69,36,51.6,smartphone,,0
U2426,P1502,2024-10-05 23:10:00,S6623,view,desktop,New York,400.13,10,Sports,Sony,64,Female,35,15,114.89,basketball,,0
U0949,P0981,2024-06-07 09:45:00,S2744,view,mobile,New York,452.51,25,Apparel,Sony,29,Male,92,20,298.01,makeup kit,,0
U4412,P0753,2024-12-21 08:38:00,S4957,add_to_cart,tablet,Los Angeles,53.21,15,Electronics,Nike,21,Female,74,2,108.66,laptop,3.0,0
U0055,P1796,2024-09-10 12:37:00,S1266,click,mobile,Houston,173.24,15,Beauty,Sony,45,Female,24,46,118.6,wireless earphones,,0
U0364,P1384,2024-08-18 07:29:00,S2922,add_to_cart,mobile,New York,402.72,15,Electronics,Nike,25,Female,0,9,165.84,sofa,4.0,0
U3053,P1697,2024-03-19 21:58:00,S1844,view,mobile,Houston,448.63,25,Home,Apple,39,Female,50,15,50.8,smartphone,3.0,0
U3006,P0057,2024-05-14 14:29:00,S0679,click,desktop,Los Angeles,15.14,15,Home,Apple,18,Other,81,23,180.89,smartphone,2.0,0
U0955,P0179,2024-12-06 10:43:00,S2579,view,tablet,Miami,349.48,5,Electronics,Adidas,42,Male,18,30,56.84,smartphone,4.0,0
U0972,P1363,2024-10-10 10:10:00,S2379,purchase,mobile,Los Angeles,334.26,10,Sports,Sony,47,Male,36,11,97.83,basketball,3.0,1
U0902,P0341,2024-12-28 07:11:00,S9432,click,desktop,Chicago,245.62,25,Beauty,Nike,52,Female,12,43,94.94,blender,,0
U3488,P1211,2024-03-05 02:18:00,S5559,view,desktop,Los Angeles,467.96,20,Sports,Adidas,61,Female,83,32,159.15,running shoes,3.0,0
